Name,Address,Pin Code,Age,latitude,longitude,Date_of_birth,Nationality,Diabetic,Religion,Height,Nationality,Diabetic,Religion,Height
Jonathan Harris,"7433 83rd St, Rancho Cucamonga, SC 84185",84185,23,24.614911,-73.779297,2001-09-17,Vietnamese,Yes,Druidism,Tall,Vietnamese,Yes,Druidism,Tall
Andrew Green,"7433 83rd St, Rancho Cucamonga, SC 84185",84185,57,24.614911,-73.779297,1967-09-17,Polish,No,Taoism,Tall,Polish,No,Taoism,Tall
Amy Clark,"7433 83rd St, Rancho Cucamonga, SC 84185",84185,54,24.614911,-73.779297,1970-09-17,Dutch,No,Islam,Short,Dutch,No,Islam,Short
David Torres,"7433 83rd St, Rancho Cucamonga, SC 84185",84185,22,24.614911,-73.779297,2002-09-17,Brazilian,Yes,Taoism,Average,Brazilian,Yes,Taoism,Average
Jamie Lee,"7433 83rd St, Rancho Cucamonga, SC 84185",84185,76,24.614911,-73.779297,1948-09-16,Korean,Yes,Taoism,Average,Korean,Yes,Taoism,Average
Dana Morgan,"2983 151st St, Sandy Springs, OK 19239",19239,52,41.080206,-114.662351,1972-09-16,Korean,Yes,Buddhism,Average,Korean,Yes,Buddhism,Average
Jerry Mitchell,"2887 5th St, Glendale, CO 27779",27779,21,40.296839,-122.569432,2003-09-17,Japanese,Yes,Buddhism,Short,Japanese,Yes,Buddhism,Short
Daniel Reed,"2887 5th St, Glendale, CO 27779",27779,39,40.296839,-122.569432,1985-09-17,Italian,Yes,Deism,Short,Italian,Yes,Deism,Short
Kirsten Roberts,"4659 172nd St, Elk Grove, NH 78793",78793,69,47.766892,-87.720288,1955-09-17,Chinese,No,Rastafarianism,Short,Chinese,No,Rastafarianism,Short
Laura Wright,"4659 172nd St, Elk Grove, NH 78793",78793,58,47.766892,-87.720288,1966-09-17,Polish,No,Zoroastrianism,Average,Polish,No,Zoroastrianism,Average
Brandi Anderson,"4659 172nd St, Elk Grove, NH 78793",78793,67,47.766892,-87.720288,1957-09-17,American,No,Unitarianism,Average,American,No,Unitarianism,Average
Keith Thompson,"4659 172nd St, Elk Grove, NH 78793",78793,78,47.766892,-87.720288,1946-09-17,Canadian,No,Unitarianism,Short,Canadian,No,Unitarianism,Short
Charles Williams,"5923 142nd St, Roseville, NE 25007",25007,72,33.486687,-82.276676,1952-09-16,Vietnamese,No,Hinduism,Short,Vietnamese,No,Hinduism,Short
Brian Nelson,"5923 142nd St, Roseville, NE 25007",25007,65,33.486687,-82.276676,1959-09-17,Russian,Yes,Atheism,Short,Russian,Yes,Atheism,Short
Benjamin King,"5923 142nd St, Roseville, NE 25007",25007,62,33.486687,-82.276676,1962-09-17,Mexican,No,Confucianism,Average,Mexican,No,Confucianism,Average
Emily Sanchez,"6895 77th St, Spokane, IL 11323",11323,56,24.891258,-75.316356,1968-09-16,Japanese,No,Baháʼí,Tall,Japanese,No,Baháʼí,Tall
Thomas Johnson,"6895 77th St, Spokane, IL 11323",11323,49,24.891258,-75.316356,1975-09-17,Chinese,No,Baháʼí,Tall,Chinese,No,Baháʼí,Tall
Linda Scott,"6895 77th St, Spokane, IL 11323",11323,60,24.891258,-75.316356,1964-09-16,Polish,No,Sikhism,Average,Polish,No,Sikhism,Average
Nancy Peterson,"6895 77th St, Spokane, IL 11323",11323,49,24.891258,-75.316356,1975-09-17,Dutch,No,Unitarianism,Short,Dutch,No,Unitarianism,Short
Christie Morales,"6895 77th St, Spokane, IL 11323",11323,41,24.891258,-75.316356,1983-09-17,Canadian,Yes,Rastafarianism,Short,Canadian,Yes,Rastafarianism,Short
Kevin King,"6895 77th St, Spokane, IL 11323",11323,47,24.891258,-75.316356,1977-09-17,Greek,No,Rastafarianism,Short,Greek,No,Rastafarianism,Short
Ray Scott,"6637 103rd St, South Fulton, IN 58621",58621,75,36.247204,-105.074332,1949-09-17,Irish,No,Pastafarianism,Short,Irish,No,Pastafarianism,Short
Charles Cook,"6637 103rd St, South Fulton, IN 58621",58621,80,36.247204,-105.074332,1944-09-16,Polish,No,Rastafarianism,Average,Polish,No,Rastafarianism,Average
Emily Ortiz,"6637 103rd St, South Fulton, IN 58621",58621,59,36.247204,-105.074332,1965-09-17,Indian,No,Zoroastrianism,Tall,Indian,No,Zoroastrianism,Tall
Cody Cruz,"6637 103rd St, South Fulton, IN 58621",58621,30,36.247204,-105.074332,1994-09-17,Italian,No,Druidism,Tall,Italian,No,Druidism,Tall
Andrea Harris,"2899 76th St, Hayward, TN 74970",74970,51,32.275135,-72.935084,1973-09-17,Irish,No,Zoroastrianism,Average,Irish,No,Zoroastrianism,Average
Mark Hill,"2899 76th St, Hayward, TN 74970",74970,75,32.275135,-72.935084,1949-09-17,Indian,Yes,Zoroastrianism,Short,Indian,Yes,Zoroastrianism,Short
Michael Allen,"2899 76th St, Hayward, TN 74970",74970,74,32.275135,-72.935084,1950-09-17,Dutch,No,Zoroastrianism,Tall,Dutch,No,Zoroastrianism,Tall
Robin Ortiz,"3471 59th St, Atlanta, WI 86723",86723,75,42.535112,-87.299818,1949-09-17,Indian,Yes,Taoism,Average,Indian,Yes,Taoism,Average
John Ramos,"3471 59th St, Atlanta, WI 86723",86723,31,42.535112,-87.299818,1993-09-17,Chinese,Yes,Atheism,Short,Chinese,Yes,Atheism,Short
Shane Scott,"3471 59th St, Atlanta, WI 86723",86723,37,42.535112,-87.299818,1987-09-17,Polish,No,Druidism,Tall,Polish,No,Druidism,Tall
Christopher Lopez,"3471 59th St, Atlanta, WI 86723",86723,56,42.535112,-87.299818,1968-09-16,Mexican,No,Confucianism,Average,Mexican,No,Confucianism,Average
Debra Wilson,"1314 4th St, Pueblo, ID 36401",36401,28,43.872284,-73.464626,1996-09-16,Japanese,No,Rastafarianism,Tall,Japanese,No,Rastafarianism,Tall
Renee Allen,"1314 4th St, Pueblo, ID 36401",36401,42,43.872284,-73.464626,1982-09-17,Vietnamese,Yes,Baháʼí,Tall,Vietnamese,Yes,Baháʼí,Tall
Summer Gomez,"1314 4th St, Pueblo, ID 36401",36401,30,43.872284,-73.464626,1994-09-17,Russian,No,Islam,Average,Russian,No,Islam,Average
Mark Nelson,"1314 4th St, Pueblo, ID 36401",36401,30,43.872284,-73.464626,1994-09-17,Korean,No,Hinduism,Average,Korean,No,Hinduism,Average
Billy Murphy,"6971 162nd St, Denton, MT 55239",55239,65,37.254422,-99.058657,1959-09-17,Japanese,No,Jainism,Tall,Japanese,No,Jainism,Tall
Jeffery Taylor,"6971 162nd St, Denton, MT 55239",55239,20,37.254422,-99.058657,2004-09-16,Italian,Yes,Druidism,Tall,Italian,Yes,Druidism,Tall
Brian White,"6971 162nd St, Denton, MT 55239",55239,75,37.254422,-99.058657,1949-09-17,Indian,Yes,Islam,Average,Indian,Yes,Islam,Average
Jason Miller,"9277 26th St, Waterbury, RI 45028",45028,38,34.232035,-112.198112,1986-09-17,Dutch,No,Jainism,Short,Dutch,No,Jainism,Short
Haley Brown,"9277 26th St, Waterbury, RI 45028",45028,56,34.232035,-112.198112,1968-09-16,Swedish,Yes,Sikhism,Short,Swedish,Yes,Sikhism,Short
James Thomas,"2394 28th St, Carmel, ID 90493",90493,58,35.49865,-106.432677,1966-09-17,English,No,Unitarianism,Short,English,No,Unitarianism,Short
William King,"2394 28th St, Carmel, ID 90493",90493,47,35.49865,-106.432677,1977-09-17,Brazilian,Yes,Christianity,Short,Brazilian,Yes,Christianity,Short
Patrick Phillips,"2394 28th St, Carmel, ID 90493",90493,43,35.49865,-106.432677,1981-09-17,Korean,No,Atheism,Average,Korean,No,Atheism,Average
Angela Gomez,"2394 28th St, Carmel, ID 90493",90493,31,35.49865,-106.432677,1993-09-17,German,Yes,Agnostic,Short,German,Yes,Agnostic,Short
Michael Miller,"2394 28th St, Carmel, ID 90493",90493,54,35.49865,-106.432677,1970-09-17,Dutch,No,Paganism,Tall,Dutch,No,Paganism,Tall
Jeffrey Miller,"7235 190th St, Fairfield, DE 18655",18655,49,29.814039,-116.291773,1975-09-17,Polish,No,Deism,Short,Polish,No,Deism,Short
Tyrone Ramos,"7235 190th St, Fairfield, DE 18655",18655,48,29.814039,-116.291773,1976-09-16,Polish,Yes,Baháʼí,Average,Polish,Yes,Baháʼí,Average
Rachel Morgan,"8778 24th St, Spokane Valley, IN 73326",73326,32,25.548164,-84.060694,1992-09-16,Spanish,Yes,Sikhism,Short,Spanish,Yes,Sikhism,Short
Michael Murphy,"8778 24th St, Spokane Valley, IN 73326",73326,42,25.548164,-84.060694,1982-09-17,Korean,Yes,Jainism,Short,Korean,Yes,Jainism,Short
Jesus Roberts,"1334 149th St, San Marcos, IA 64205",64205,47,32.191656,-69.782496,1977-09-17,Korean,Yes,Buddhism,Average,Korean,Yes,Buddhism,Average
Richard Scott,"7508 130th St, Inglewood, OR 30962",30962,52,37.183274,-79.642285,1972-09-16,Swedish,Yes,Druidism,Short,Swedish,Yes,Druidism,Short
Stephanie Rivera,"7263 47th St, Huntsville, TN 21472",21472,66,36.064466,-89.511932,1958-09-17,German,No,Sikhism,Average,German,No,Sikhism,Average
Rachel Reed,"7263 47th St, Huntsville, TN 21472",21472,40,36.064466,-89.511932,1984-09-16,Chinese,No,Christianity,Short,Chinese,No,Christianity,Short
Anthony Flores,"7263 47th St, Huntsville, TN 21472",21472,72,36.064466,-89.511932,1952-09-16,German,Yes,Sikhism,Average,German,Yes,Sikhism,Average
Dustin Cruz,"7263 47th St, Huntsville, TN 21472",21472,23,36.064466,-89.511932,2001-09-17,Japanese,No,Taoism,Short,Japanese,No,Taoism,Short
Mark Baker,"7263 47th St, Huntsville, TN 21472",21472,64,36.064466,-89.511932,1960-09-16,American,No,Paganism,Tall,American,No,Paganism,Tall
Victor Rivera,"9330 76th St, Chico, NM 51555",51555,27,36.969169,-97.372412,1997-09-17,Russian,Yes,Confucianism,Tall,Russian,Yes,Confucianism,Tall
Jason Hall,"1523 159th St, Brownsville, CO 41313",41313,79,25.322349,-105.842533,1945-09-17,Japanese,No,Rastafarianism,Average,Japanese,No,Rastafarianism,Average
Amanda Allen,"1523 159th St, Brownsville, CO 41313",41313,51,25.322349,-105.842533,1973-09-17,Polish,No,Deism,Average,Polish,No,Deism,Average
Samantha Reed,"8834 98th St, Elk Grove, KY 81141",81141,30,45.489595,-80.296985,1994-09-17,Greek,Yes,Christianity,Average,Greek,Yes,Christianity,Average
Linda Morris,"8834 98th St, Elk Grove, KY 81141",81141,22,45.489595,-80.296985,2002-09-17,Dutch,Yes,Unitarianism,Tall,Dutch,Yes,Unitarianism,Tall
Susan Campbell,"8834 98th St, Elk Grove, KY 81141",81141,70,45.489595,-80.296985,1954-09-17,Polish,No,Rastafarianism,Average,Polish,No,Rastafarianism,Average
Joshua Howard,"8834 98th St, Elk Grove, KY 81141",81141,73,45.489595,-80.296985,1951-09-17,Brazilian,Yes,Judaism,Short,Brazilian,Yes,Judaism,Short
Mathew Turner,"7111 181st St, Memphis, SD 80486",80486,60,28.519305,-117.417045,1964-09-16,Greek,No,Druidism,Average,Greek,No,Druidism,Average
Russell Collins,"7111 181st St, Memphis, SD 80486",80486,46,28.519305,-117.417045,1978-09-17,Polish,Yes,Jainism,Average,Polish,Yes,Jainism,Average
Joshua Bailey,"7111 181st St, Memphis, SD 80486",80486,56,28.519305,-117.417045,1968-09-16,Russian,Yes,Atheism,Short,Russian,Yes,Atheism,Short
Edgar Jackson,"3931 81st St, San Marcos, NJ 51784",51784,42,44.710465,-89.705412,1982-09-17,Russian,Yes,Taoism,Short,Russian,Yes,Taoism,Short
Ronald Bailey,"3931 81st St, San Marcos, NJ 51784",51784,51,44.710465,-89.705412,1973-09-17,Chinese,Yes,Jainism,Tall,Chinese,Yes,Jainism,Tall
Brian Adams,"3134 124th St, Davenport, TN 96239",96239,20,36.696121,-90.633211,2004-09-16,Italian,No,Unitarianism,Short,Italian,No,Unitarianism,Short
Kyle Jones,"3134 124th St, Davenport, TN 96239",96239,73,36.696121,-90.633211,1951-09-17,Vietnamese,Yes,Islam,Short,Vietnamese,Yes,Islam,Short
Walter Perez,"3134 124th St, Davenport, TN 96239",96239,28,36.696121,-90.633211,1996-09-16,Canadian,Yes,Pastafarianism,Average,Canadian,Yes,Pastafarianism,Average
Megan Green,"3134 124th St, Davenport, TN 96239",96239,70,36.696121,-90.633211,1954-09-17,Spanish,No,Druidism,Tall,Spanish,No,Druidism,Tall
Angela Peterson,"4376 74th St, Rochester, FL 92421",92421,43,32.388853,-68.390742,1981-09-17,English,No,Atheism,Short,English,No,Atheism,Short
Austin Evans,"4376 74th St, Rochester, FL 92421",92421,58,32.388853,-68.390742,1966-09-17,Irish,No,Confucianism,Tall,Irish,No,Confucianism,Tall
Martin Allen,"4376 74th St, Rochester, FL 92421",92421,78,32.388853,-68.390742,1946-09-17,Swedish,No,Baháʼí,Short,Swedish,No,Baháʼí,Short
Andrea Gutierrez,"4376 74th St, Rochester, FL 92421",92421,47,32.388853,-68.390742,1977-09-17,Vietnamese,Yes,Taoism,Tall,Vietnamese,Yes,Taoism,Tall
Linda Ramirez,"4703 28th St, Lincoln, WA 69968",69968,75,44.328984,-72.978406,1949-09-17,Dutch,No,Deism,Short,Dutch,No,Deism,Short
Donna Morris,"4703 28th St, Lincoln, WA 69968",69968,55,44.328984,-72.978406,1969-09-17,Dutch,Yes,Sikhism,Average,Dutch,Yes,Sikhism,Average
Gerald Jackson,"4703 28th St, Lincoln, WA 69968",69968,61,44.328984,-72.978406,1963-09-17,Dutch,No,Deism,Tall,Dutch,No,Deism,Tall
Rebecca Morales,"4703 28th St, Lincoln, WA 69968",69968,47,44.328984,-72.978406,1977-09-17,American,Yes,Islam,Tall,American,Yes,Islam,Tall
Emily Edwards,"4703 28th St, Lincoln, WA 69968",69968,29,44.328984,-72.978406,1995-09-17,Irish,No,Sikhism,Short,Irish,No,Sikhism,Short
Robert Davis,"4703 28th St, Lincoln, WA 69968",69968,60,44.328984,-72.978406,1964-09-16,Polish,Yes,Jainism,Tall,Polish,Yes,Jainism,Tall
Sheri Gutierrez,"4703 28th St, Lincoln, WA 69968",69968,22,44.328984,-72.978406,2002-09-17,German,Yes,Baháʼí,Short,German,Yes,Baháʼí,Short
Linda Murphy,"3060 33rd St, Hayward, OK 66198",66198,33,29.496554,-101.431045,1991-09-17,Canadian,No,Deism,Tall,Canadian,No,Deism,Tall
George Edwards,"3060 33rd St, Hayward, OK 66198",66198,20,29.496554,-101.431045,2004-09-16,Indian,Yes,Sikhism,Tall,Indian,Yes,Sikhism,Tall
Jennifer Thomas,"8468 98th St, Irvine, DE 60465",60465,30,46.825159,-82.420484,1994-09-17,Vietnamese,Yes,Pastafarianism,Average,Vietnamese,Yes,Pastafarianism,Average
Cynthia Clark,"8468 98th St, Irvine, DE 60465",60465,68,46.825159,-82.420484,1956-09-16,Russian,Yes,Hinduism,Average,Russian,Yes,Hinduism,Average
Mark Mitchell,"7910 69th St, Lakewood, NV 21420",21420,50,42.835637,-122.278459,1974-09-17,Brazilian,Yes,Baháʼí,Tall,Brazilian,Yes,Baháʼí,Tall
Randy Hernandez,"7910 69th St, Lakewood, NV 21420",21420,22,42.835637,-122.278459,2002-09-17,Spanish,No,Confucianism,Average,Spanish,No,Confucianism,Average
Joy Peterson,"9597 129th St, Joliet, RI 28267",28267,35,49.229578,-75.499813,1989-09-17,Greek,Yes,Baháʼí,Tall,Greek,Yes,Baháʼí,Tall
Melissa Bailey,"9597 129th St, Joliet, RI 28267",28267,64,49.229578,-75.499813,1960-09-16,Japanese,Yes,Druidism,Short,Japanese,Yes,Druidism,Short
Tammy Ramirez,"9597 129th St, Joliet, RI 28267",28267,27,49.229578,-75.499813,1997-09-17,Canadian,No,Taoism,Tall,Canadian,No,Taoism,Tall
Elizabeth Flores,"9597 129th St, Joliet, RI 28267",28267,30,49.229578,-75.499813,1994-09-17,French,No,Confucianism,Tall,French,No,Confucianism,Tall
Yesenia Rodriguez,"9597 129th St, Joliet, RI 28267",28267,76,49.229578,-75.499813,1948-09-16,French,No,Sikhism,Average,French,No,Sikhism,Average
Alice Lee,"2696 158th St, Stamford, VT 98417",98417,70,45.529798,-99.115821,1954-09-17,Spanish,Yes,Paganism,Average,Spanish,Yes,Paganism,Average
Isabel Rivera,"2696 158th St, Stamford, VT 98417",98417,55,45.529798,-99.115821,1969-09-17,Korean,Yes,Confucianism,Short,Korean,Yes,Confucianism,Short
Daniel Miller,"6132 21st St, Greeley, WV 30377",30377,73,46.870807,-106.56686,1951-09-17,Mexican,No,Confucianism,Short,Mexican,No,Confucianism,Short
Sarah Stewart,"6132 21st St, Greeley, WV 30377",30377,52,46.870807,-106.56686,1972-09-16,English,Yes,Unitarianism,Short,English,Yes,Unitarianism,Short
Richard Martinez,"6132 21st St, Greeley, WV 30377",30377,74,46.870807,-106.56686,1950-09-17,Canadian,No,Paganism,Tall,Canadian,No,Paganism,Tall
Raven Kelly,"2631 196th St, Santa Ana, AR 21619",21619,59,32.832298,-82.881621,1965-09-17,Russian,Yes,Pastafarianism,Short,Russian,Yes,Pastafarianism,Short
Brandon Sanchez,"2631 196th St, Santa Ana, AR 21619",21619,49,32.832298,-82.881621,1975-09-17,Canadian,No,Hinduism,Short,Canadian,No,Hinduism,Short
Hannah Williams,"2631 196th St, Santa Ana, AR 21619",21619,47,32.832298,-82.881621,1977-09-17,Polish,Yes,Zoroastrianism,Average,Polish,Yes,Zoroastrianism,Average
Mark Jackson,"6823 30th St, Fort Collins, LA 50178",50178,52,30.254005,-78.913814,1972-09-16,Greek,No,Jainism,Average,Greek,No,Jainism,Average
Craig Young,"6823 30th St, Fort Collins, LA 50178",50178,21,30.254005,-78.913814,2003-09-17,Irish,Yes,Unitarianism,Short,Irish,Yes,Unitarianism,Short
Robert Roberts,"7578 101st St, Spokane Valley, AR 56782",56782,60,24.441324,-81.929715,1964-09-16,Dutch,No,Sikhism,Short,Dutch,No,Sikhism,Short
Brenda Ramirez,"7578 101st St, Spokane Valley, AR 56782",56782,80,24.441324,-81.929715,1944-09-16,Irish,Yes,Deism,Tall,Irish,Yes,Deism,Tall
Amy Peterson,"4009 49th St, Miramar, DE 17558",17558,23,45.219878,-85.805118,2001-09-17,Italian,Yes,Taoism,Tall,Italian,Yes,Taoism,Tall
Daniel Stewart,"4009 49th St, Miramar, DE 17558",17558,30,45.219878,-85.805118,1994-09-17,Italian,Yes,Unitarianism,Average,Italian,Yes,Unitarianism,Average
David Parker,"1957 104th St, Huntsville, TN 44810",44810,46,38.611894,-96.610819,1978-09-17,Canadian,No,Shinto,Short,Canadian,No,Shinto,Short
Megan Carter,"7337 112th St, Beaumont, KS 99417",99417,20,25.799337,-85.153661,2004-09-16,American,Yes,Baháʼí,Short,American,Yes,Baháʼí,Short
Kevin Taylor,"7337 112th St, Beaumont, KS 99417",99417,25,25.799337,-85.153661,1999-09-17,Chinese,Yes,Paganism,Short,Chinese,Yes,Paganism,Short
Dawn Sanchez,"7337 112th St, Beaumont, KS 99417",99417,47,25.799337,-85.153661,1977-09-17,Indian,Yes,Baháʼí,Short,Indian,Yes,Baháʼí,Short
Christopher Baker,"80 160th St, Stamford, AZ 74145",74145,37,28.0153,-106.962948,1987-09-17,American,No,Taoism,Short,American,No,Taoism,Short
Megan Mitchell,"80 160th St, Stamford, AZ 74145",74145,65,28.0153,-106.962948,1959-09-17,Russian,Yes,Shinto,Tall,Russian,Yes,Shinto,Tall
Albert Cruz,"9152 199th St, Surprise, MO 28740",28740,38,34.85715,-101.777625,1986-09-17,Indian,No,Unitarianism,Tall,Indian,No,Unitarianism,Tall
Sherry Smith,"9152 199th St, Surprise, MO 28740",28740,69,34.85715,-101.777625,1955-09-17,Vietnamese,Yes,Atheism,Short,Vietnamese,Yes,Atheism,Short
David Hernandez,"9152 199th St, Surprise, MO 28740",28740,28,34.85715,-101.777625,1996-09-16,Irish,No,Sikhism,Tall,Irish,No,Sikhism,Tall
Richard Phillips,"9152 199th St, Surprise, MO 28740",28740,30,34.85715,-101.777625,1994-09-17,Irish,No,Jainism,Tall,Irish,No,Jainism,Tall
Robert Collins,"6502 169th St, Arvada, MO 48779",48779,42,29.058794,-87.333415,1982-09-17,Indian,Yes,Paganism,Short,Indian,Yes,Paganism,Short
Jamie Wright,"6502 169th St, Arvada, MO 48779",48779,44,29.058794,-87.333415,1980-09-16,English,No,Buddhism,Tall,English,No,Buddhism,Tall
Derek Moore,"6502 169th St, Arvada, MO 48779",48779,45,29.058794,-87.333415,1979-09-17,American,No,Deism,Short,American,No,Deism,Short
Noah Miller,"6502 169th St, Arvada, MO 48779",48779,48,29.058794,-87.333415,1976-09-16,Chinese,Yes,Shinto,Tall,Chinese,Yes,Shinto,Tall
Ashley Robinson,"573 26th St, Tucson, GA 43030",43030,48,45.976204,-100.198489,1976-09-16,Canadian,No,Baháʼí,Short,Canadian,No,Baháʼí,Short
Crystal Lewis,"573 26th St, Tucson, GA 43030",43030,79,45.976204,-100.198489,1945-09-17,Mexican,No,Baháʼí,Short,Mexican,No,Baháʼí,Short
Michael Scott,"8550 82nd St, Olathe, SD 82868",82868,45,38.861236,-118.699072,1979-09-17,Irish,No,Sikhism,Tall,Irish,No,Sikhism,Tall
Tonya Sanchez,"8550 82nd St, Olathe, SD 82868",82868,31,38.861236,-118.699072,1993-09-17,English,No,Hinduism,Tall,English,No,Hinduism,Tall
Melissa Hernandez,"5044 15th St, Surprise, CO 26329",26329,66,27.80597,-76.982686,1958-09-17,Mexican,Yes,Deism,Average,Mexican,Yes,Deism,Average
Jessica Johnson,"5044 15th St, Surprise, CO 26329",26329,56,27.80597,-76.982686,1968-09-16,Brazilian,No,Zoroastrianism,Short,Brazilian,No,Zoroastrianism,Short
Matthew Clark,"5044 15th St, Surprise, CO 26329",26329,39,27.80597,-76.982686,1985-09-17,Brazilian,No,Hinduism,Short,Brazilian,No,Hinduism,Short
Emily Thompson,"5044 15th St, Surprise, CO 26329",26329,80,27.80597,-76.982686,1944-09-16,Chinese,Yes,Unitarianism,Short,Chinese,Yes,Unitarianism,Short
Robert Gonzalez,"6220 80th St, Cambridge, MO 13729",13729,78,33.345954,-72.860199,1946-09-17,German,Yes,Buddhism,Short,German,Yes,Buddhism,Short
Amy King,"6220 80th St, Cambridge, MO 13729",13729,35,33.345954,-72.860199,1989-09-17,Japanese,No,Deism,Tall,Japanese,No,Deism,Tall
Mario Cruz,"6220 80th St, Cambridge, MO 13729",13729,23,33.345954,-72.860199,2001-09-17,Canadian,Yes,Paganism,Tall,Canadian,Yes,Paganism,Tall
Justin Lewis,"3590 94th St, Kent, TN 71183",71183,80,30.116636,-67.278021,1944-09-16,Irish,Yes,Pastafarianism,Average,Irish,Yes,Pastafarianism,Average
Jorge Evans,"5654 148th St, Hialeah, NH 91966",91966,71,30.51251,-108.469457,1953-09-17,Canadian,Yes,Atheism,Short,Canadian,Yes,Atheism,Short
Vincent Parker,"5654 148th St, Hialeah, NH 91966",91966,54,30.51251,-108.469457,1970-09-17,Brazilian,Yes,Paganism,Average,Brazilian,Yes,Paganism,Average
David Adams,"9166 93rd St, Santa Clarita, AL 22929",22929,42,43.203945,-74.620298,1982-09-17,Vietnamese,Yes,Agnostic,Average,Vietnamese,Yes,Agnostic,Average
Benjamin Scott,"9166 93rd St, Santa Clarita, AL 22929",22929,30,43.203945,-74.620298,1994-09-17,Vietnamese,Yes,Taoism,Average,Vietnamese,Yes,Taoism,Average
Brian Collins,"9721 61st St, Lansing, NE 86504",86504,73,40.009473,-114.724299,1951-09-17,Mexican,Yes,Rastafarianism,Average,Mexican,Yes,Rastafarianism,Average
Diana Thomas,"9721 61st St, Lansing, NE 86504",86504,55,40.009473,-114.724299,1969-09-17,Vietnamese,Yes,Baháʼí,Average,Vietnamese,Yes,Baháʼí,Average
Lucas Carter,"9721 61st St, Lansing, NE 86504",86504,42,40.009473,-114.724299,1982-09-17,Polish,Yes,Druidism,Tall,Polish,Yes,Druidism,Tall
Sarah Ramirez,"9721 61st St, Lansing, NE 86504",86504,33,40.009473,-114.724299,1991-09-17,German,No,Judaism,Tall,German,No,Judaism,Tall
Mindy Cruz,"9721 61st St, Lansing, NE 86504",86504,69,40.009473,-114.724299,1955-09-17,Spanish,No,Shinto,Average,Spanish,No,Shinto,Average
Deborah Mitchell,"9721 61st St, Lansing, NE 86504",86504,25,40.009473,-114.724299,1999-09-17,Mexican,No,Islam,Tall,Mexican,No,Islam,Tall
Stephanie Rogers,"3466 158th St, Charlotte, AR 17317",17317,32,31.433184,-114.701227,1992-09-16,Irish,No,Rastafarianism,Tall,Irish,No,Rastafarianism,Tall
Gregory Sanchez,"3466 158th St, Charlotte, AR 17317",17317,38,31.433184,-114.701227,1986-09-17,Dutch,No,Buddhism,Average,Dutch,No,Buddhism,Average
John Taylor,"3466 158th St, Charlotte, AR 17317",17317,23,31.433184,-114.701227,2001-09-17,Mexican,Yes,Judaism,Tall,Mexican,Yes,Judaism,Tall
Tyler Nelson,"5533 181st St, Newport News, MI 93263",93263,34,32.800128,-68.878975,1990-09-17,French,Yes,Agnostic,Tall,French,Yes,Agnostic,Tall
Robyn Rodriguez,"5533 181st St, Newport News, MI 93263",93263,70,32.800128,-68.878975,1954-09-17,Spanish,No,Atheism,Short,Spanish,No,Atheism,Short
Lisa White,"5533 181st St, Newport News, MI 93263",93263,53,32.800128,-68.878975,1971-09-17,German,No,Jainism,Average,German,No,Jainism,Average
Sean Adams,"3645 65th St, Yonkers, NC 80949",80949,38,36.718661,-85.499061,1986-09-17,Mexican,Yes,Zoroastrianism,Short,Mexican,Yes,Zoroastrianism,Short
Nicholas Lewis,"5911 130th St, Corpus Christi, MT 21897",21897,60,24.5354,-67.92522,1964-09-16,Mexican,No,Sikhism,Short,Mexican,No,Sikhism,Short
Monica Evans,"5911 130th St, Corpus Christi, MT 21897",21897,70,24.5354,-67.92522,1954-09-17,Vietnamese,Yes,Zoroastrianism,Average,Vietnamese,Yes,Zoroastrianism,Average
Jacqueline Flores,"5911 130th St, Corpus Christi, MT 21897",21897,44,24.5354,-67.92522,1980-09-16,Russian,No,Zoroastrianism,Short,Russian,No,Zoroastrianism,Short
Margaret Hernandez,"9859 145th St, Yakima, RI 71739",71739,59,48.575797,-113.361858,1965-09-17,Mexican,Yes,Druidism,Short,Mexican,Yes,Druidism,Short
Morgan Howard,"9859 145th St, Yakima, RI 71739",71739,41,48.575797,-113.361858,1983-09-17,Italian,No,Hinduism,Tall,Italian,No,Hinduism,Tall
Rhonda Allen,"9859 145th St, Yakima, RI 71739",71739,44,48.575797,-113.361858,1980-09-16,Canadian,Yes,Christianity,Short,Canadian,Yes,Christianity,Short
Mark Baker,"9859 145th St, Yakima, RI 71739",71739,53,48.575797,-113.361858,1971-09-17,Irish,No,Baháʼí,Average,Irish,No,Baháʼí,Average
David Cruz,"4675 178th St, Raleigh, FL 57782",57782,21,29.889688,-124.59948,2003-09-17,Brazilian,No,Baháʼí,Tall,Brazilian,No,Baháʼí,Tall
Colleen Howard,"4675 178th St, Raleigh, FL 57782",57782,76,29.889688,-124.59948,1948-09-16,Italian,Yes,Islam,Tall,Italian,Yes,Islam,Tall
Cory Hall,"6814 25th St, Vallejo, MI 47745",47745,70,34.496261,-82.697402,1954-09-17,Italian,Yes,Rastafarianism,Tall,Italian,Yes,Rastafarianism,Tall
Sarah Miller,"6814 25th St, Vallejo, MI 47745",47745,70,34.496261,-82.697402,1954-09-17,American,No,Sikhism,Average,American,No,Sikhism,Average
Connie Sanchez,"6814 25th St, Vallejo, MI 47745",47745,51,34.496261,-82.697402,1973-09-17,Dutch,No,Atheism,Average,Dutch,No,Atheism,Average
Christopher Perez,"6814 25th St, Vallejo, MI 47745",47745,23,34.496261,-82.697402,2001-09-17,English,Yes,Confucianism,Average,English,Yes,Confucianism,Average
